Nº DCB ;DENOMINAÇÃO COMUM BRASILEIRA;Nº CAS
05834;metiltiouracila;56-04-2
05835;metindizato;15687-33-9
05836;metinodiol;23163-42-0
05837;metiodal sódico;126-31-8
01632;metiodeto de buzepida;15351-05-0
03693;metiodeto de etilmorfina;6696-59-9
04350;metiodeto de furetidina;[Ref. 3]
04661;metiodeto de hidrocodona;[Ref. 3]
05838;metiomeprazina;7009-43-0
10061;metionina (11 C);58576-49-1
05840;metioprima;68902-57-8
05841;metipirox;29342-02-7
05842;metipranolol;22664-55-7
05844;metiprenalina;1212-03-9
05845;metiprilona;125-64-4
05846;metirapona;54-36-4
05847;metiridina;114-91-0
05848;metirosina;672-87-7
05849;metisazona;1910-68-5
05850;metisergida;361-37-5
05852;metitepina;20229-30-5
05853;metitural;467-43-6
05854;metixeno;4969-02-2
05856;metizolina;17692-22-7
05859;metocarbamol;532-03-6
05858;metochalcona;18493-30-6
05860;metocidina;1407-05-2
05861;metoclopramida;364-62-5
05864;metoexital;151-83-7
05865;metofenazato;388-51-2
05866;metofolina;2154-02-1
05867;metogeste;52279-58-0
05868;metolazona;17560-51-9
05869;metomidato;5377-20-8
00933;metonitrato de atropina;52-88-0
04748;metonitrato de homatropina;60539-03-9
05870;metopimazina;14008-44-7
05871;metopona;143-52-2
05873;metopreno;40596-69-8
05874;metoprolol;51384-51-1
05878;metopromazina;61-01-8
05879;metoquizina;7125-67-9
05880;metoserpato;1178-28-5
05881;metoserpidina;865-04-3
05882;metossulfato de trimetidínio;7009-82-7
05883;metostilenol;103980-45-6
05884;metotrexato;59-05-2
05885;metotrexato de sódio;15475-56-6
05886;metoxamina;390-28-3
05887;metoxepina;22013-23-6
05888;metoxifedrina;530-54-1
05889;metoxifenamina;93-30-1
05891;metoxiflurano;76-38-0
09498;metoxisaleno;298-81-7
05892;metrafazolina;38349-38-1
05893;metralindol;54188-38-4
05894;metrazifona;68289-14-5
05895;metreleptina;186018-45-1
05896;metremperona;81043-56-3
05897;metribolona;965-93-5
05898;metrifonato;52-68-6
05899;metrifudil;23707-33-7
05900;metrizamida;31112-62-6
05601;metrizoato de meglumina;7241-11-4
05901;metrizoato de sódio;7225-61-8
05902;metronidazol;443-48-1
05905;meturedepa;1661-29-6
05906;mevastatina;73573-88-3
05907;mexafilina;80294-25-3
05908;mexazolam;31868-18-5
05909;mexenona;1641-17-4
05910;mexiletina;31828-71-4
05912;mexiprostila;88980-20-5
05913;mexoprofeno;37529-08-1
05914;mexrenoato de potássio;43169-54-6
05915;mezacoprida;89613-77-4
05916;mezepina;27432-00-4
10428;Mezereum ;[Ref. 8]
05917;mezilamina;50335-55-2
05918;mezlocilina;51481-65-3
05919;mezlocilina sódica;59798-30-0
05920;mianserina;24219-97-4
05922;mibefradil;116644-53-2
05923;mibolerona;3704-09-4
05924;miboplatina;103775-75-3
10429;Mica ;12001-26-2
05925;micafungina;235114-32-6
09711;micafungina sódica;208538-73-2
05927;micinicato;39537-99-0
00290;micofenolato de mofetila;128794-94-5
00291;micofenolato de sódio;37415-62-6
05928;miconazol;22916-47-8
10062;microagregado de albumina humana sérica (99m Tc);[Ref. 8]
05930;micronomicina;52093-21-7
05931;midaflur;23757-42-8
05932;midafotel;117414-74-1
05933;midaglizol;66529-17-7
05934;midamalina;496-38-8
05935;midaxifilina;151159-23-8
05936;midazogrel;80614-27-3
05937;midazolam;59467-70-8
05940;midecamicina;35457-80-8
05942;mideplanina;122173-74-4
05943;midesteína;94149-41-4
05944;midodrina;42794-76-3
05946;midostaurina;120685-11-2
05947;mifadol;4575-34-2
10668;mifamurtida;83461-56-7
10669;mifamurtida sódica;90825-43-7
10670;mifamurtida sódica hidratada;838853-48-8
05948;mifentidina;83184-43-4
05949;mifepristona;84371-65-3
05950;mifobato;76541-72-5
05951;miglitol;72432-03-2
05952;miglustate;72599-27-0
10729;Mikania glomerata Spreng. ;[Ref. 6]
10854;Mikania hirsutissima DC.;[Ref. 6]
10834;Mikania laevigata Sch.Bip. ex Baker. ;[Ref. 6]
05953;milacainida;141725-10-2
05954;milacemida;76990-56-2
05956;milamelina;139886-32-1
05957;milemperona;59831-64-0
05958;milipertina;24360-55-2
05959;milnaciprana;92623-85-3
05961;milodistim;137463-76-4
05962;miloxacino;37065-29-5
05963;milrinona;78415-72-2
05965;miltefosina;58066-85-6
05966;milverina;75437-14-8
05967;mimbano;3277-59-6
05968;minalrestate;129688-50-2
05969;minamestano;105051-87-4
05970;minaprina;25905-77-5
05972;minaxolona;62571-87-3
05973;mindodilol;70260-53-6
05974;mindoperona;52157-83-2
05975;minepentato;13877-99-1
05976;minociclina;10118-90-8
05978;minocromila;85118-44-1
10928;minolteparina sódica;[Ref. 1]
05979;minopafanto;128420-61-1
05980;minoxidil;38304-91-5
05981;minretumomabe;195189-17-4
05983;mioflazina;79467-23-5
05984;mipimazol;20406-60-4
10645;mipomerseno;1000120-98-8
10646;mipomerseno sódico;629167-92-6
05985;mipragosídeo;131129-98-1
10647;mirabegrona;223673-61-8
05986;miralacto;15518-87-3
05987;mirfentanila;117523-47-4
05989;mirimostim;121547-04-4
05990;mirincamicina;31101-25-4
05992;miriplatina;141977-79-9
05993;mirisetrona;135905-89-4
05994;miristato de isopropila;110-27-0
05995;mirofina;467-18-5
05997;miroprofeno;55843-86-2
05998;mirosamicina;73684-69-2
05999;mirostipeno;244130-01-6
06000;mirtazapina;85650-52-8
06001;mirtecaína;7712-50-7
06003;misonidazol;13551-87-6
06004;misoprostol;59122-46-2
06005;mitiglinida;145375-43-5
06006;mitindomida;10403-51-7
06007;mitobronitol;488-41-5
06008;mitocarcina;11056-14-7
06009;mitoclomina;17692-54-5
06010;mitoflaxona;87626-55-9
06011;mitogilina;1403-99-2
06012;mitoguazona;459-86-9
06013;mitolactol;10318-26-0
06014;mitomalcina;11043-99-5
06015;mitomicina;50-07-7
06016;mitonafida;54824-17-8
06017;mitopodozida;1508-45-8
06018;mitoquidona;91753-07-0
06019;mitosper;11056-15-8
06020;mitotano;53-19-0
06021;mitotenamina;7696-00-6
06022;mitoxantrona;65271-80-9
06024;mitozolomida;85622-95-3
06025;mitumomabe;216503-58-1
06026;mivacúrio ;133814-19-4
06028;mivazerol;125472-02-8
06029;mivobulina;122332-18-7
06030;mivotilato;130112-42-4
06031;mixidina;27737-38-8
06032;mizolastina;108612-45-9
06033;mizoribina;50924-49-7
06034;mobecarbe;15518-84-0
06035;mobenacina;124146-64-1
06036;mobenzoxamina;65329-79-5
06037;mocimicina;50935-71-2
06038;mociprazina;56693-13-1
06039;moclobemida;71320-77-9
06040;moctamida;29619-86-1
06041;modafinila;68693-11-8
06042;modalina;2856-74-8
06043;modecainida;81329-71-7
06044;modipafanto;122957-06-6
06045;moexipril;103775-10-6
06046;mofebutazona;2210-63-1
06047;mofegilina;119386-96-8
06049;mofezolaco;78967-07-4
06050;mofloverina;54063-50-2
06051;mofoxima;29936-79-6
06052;moguisteína;119637-67-1
06053;molfarnato;83689-23-0
06054;molgramostim;99283-10-0
09470;molibdato de sódio;7631-95-0
09603;molibdato de sódio di-hidratado;10102-40-6
06055;molinazona;5581-46-4
06056;molindona;7416-34-4
06058;molracetam;94746-78-8
06059;molsidomina;25717-80-0
06060;mometasona;105102-22-5
10878;Momordica charantia L. ;[Ref. 6]
06062;monalazona dissódica;61477-95-0
06063;monatepila;132019-54-6
06064;monensina;17090-79-8
09830;monoacetato de resorcina;102-29-4
11039;monoacetilmorfina;2784-73-8
06065;monobenzona;103-16-2
06066;monoestearato de dietilenoglicol;106-11-6
06067;monoestearato de etilenoglicol;111-60-4
06068;monoestearato de glicerila;31566-31-1
06069;monoestearato de glicerila auto-emulsionável;[Ref. 4]
07456;monoestearato de propilenoglicol;1323-39-3
05105;mononitrato de isossorbida;16051-77-7
06071;monoxerrutina;23869-24-1
06072;montelucaste;158966-92-8
09500;montelucaste de sódio;151767-02-1
06073;monteplase;156616-23-8
06074;montirrelina;90243-66-6
06075;moperona;1050-79-9
06077;mopidamol;13665-88-8
06078;mopidralazina;75841-82-6
06079;moprolol;5741-22-0
06080;moquizona;19395-58-5
06081;moracizina;31883-05-3
06082;morantel;20574-50-9
06084;morazona;6536-18-1
06085;morclofona;31848-01-8
06086;morferidina;469-81-8
06090;morfina;57-27-2
11182;morfina glicoronida;20290-10-2
06117;morforex;41152-17-4
06118;morinamida;952-54-5
06120;morniflumato;65847-85-0
06121;morocromeno;35843-07-3
06122;morolimumabe;202833-07-6
06123;moroxidina;3731-59-7
06124;morruato de sódio;8031-09-2
06125;morsuximida;3780-72-1
06126;mosapramina;89419-40-9
10430;Moschus  ;[Ref. 8]
06127;motapizona;90697-57-7
06128;motexafina;189752-49-6
06129;motrazepam;29442-58-8
06130;motretinida;56281-36-8
06131;moveltipril;85856-54-8
06132;moxadoleno;75992-53-9
06133;moxastina;3572-74-5
06134;moxaverina;10539-19-2
06135;moxazocina;58239-89-7
06136;moxestrol;34816-55-2
06137;moxicumona;17692-56-7
06138;moxidectina;113507-06-5
06139;moxifloxacino;151096-09-2
06141;moxilubanto;147398-01-4
06142;moxipraquina;23790-08-1
06143;moxiraprina;82239-52-9
06144;moxisilita;54-32-0
06145;moxnidazol;52279-59-1
06146;moxonidina;75438-57-2
06148;mozenavir;174391-92-5
05091;mucato de isometepteno;7492-31-1
06110;mucato de morfina;596-19-0
06149;mucopolissacaridase;9031-30-5
06150;mupirocina;12650-69-0
06151;muplestim;148641-02-5
06152;murabutida;74817-61-1
06153;mureletecana;246527-99-1
10431;Murex purperea;[Ref. 8]
06154;murodermina;54017-73-1
06155;muromonabe CD3;140608-64-6
06156;muzolimina;55294-15-0
10432;Mygale lasiodora;[Ref. 8]
10433;Myrica cerifera;[Ref. 8]
11055;Myristica fragrans Houtt.;[Ref. 6]
10434;Myristica sebifera ;[Ref. 8]
09915;Myroxylon balsamum (L.) Harms;[Ref. 6]
10435;Myrtus communis;[Ref. 8]
06157;nabazenil;58019-65-1
06158;nabilona;51022-71-0
06159;nabitana;66556-74-9
06161;naboctato;74912-19-9
06162;nabumetona;42924-53-8
06163;nacartocina;77727-10-7
06164;nacolomabe tafenatox;150631-27-9
06166;nadida;53-84-9
06167;nadifloxacino;124858-35-1
06168;nadolol;42200-33-9
06169;nadoxolol;54063-51-3
06170;nadroparina cálcica;[Ref. 4]
06171;nafagrel;97901-21-8
06172;nafamostate;81525-10-2
06173;nafarrelina;76932-56-4
01838;nafato de cefamandol;42540-40-9
06175;nafazatrom;59040-30-1
06176;nafazolina;835-31-4
06179;nafcilina;147-52-4
06180;nafenodona;92615-20-8
06181;nafenopina;3771-19-5
06182;nafetolol;42050-23-7
06183;nafimidona;64212-22-2
06184;nafiverina;5061-22-3
06185;naflocorte;59497-39-1
06186;nafomina;46263-35-8
06188;nafoxadol;84145-90-4
06189;nafoxidina;1845-11-0
06191;naftalofós;1491-41-4
06192;naftazona;15687-37-3
06193;naftidrofurila;31329-57-4
06194;naftifina;65472-88-0
06196;naftipramida;1505-95-9
06197;naftonona;7114-11-6
06198;naftopidil;57149-07-2
06199;naftoquinona;524-42-5
06200;naglivana;122575-28-4
06201;nagrestipeno;166089-33-4
10436;Naja tripudians  ;[Ref. 8]
06202;nalbufina;20594-83-6
06204;nalmefeno;55096-26-9
06205;nalmexona;16676-26-9
06207;nalorfina;62-67-9
06210;naloxona;465-65-6
06212;naltrexona;16590-41-3
06214;naminterol;93047-40-6
06215;namiroteno;101506-83-6
06216;namoxirato;1234-71-5
06217;nanafrocina;52934-83-5
06218;nandrolona;434-22-0
06222;nanofina;504-03-0
06223;nanterinona;102791-47-9
06224;nantradol;65511-41-3
06226;napactadina;76631-45-3
06228;napadisilato de aclatônio;55077-30-0
05520;napadisilato de mebidrolina;6153-33-9
06229;napamezol;91524-14-0
10437;Naphthalinum ;[Ref. 8]
06231;napirimo;70696-66-1
06232;naprodoxima;57925-64-1
06233;naproxeno;22204-53-1
06234;naproxeno sódico;26159-34-2
09956;naproxinode;163133-43-5
06235;naproxol;26159-36-4
06236;napsagatrana;154397-77-0
02884;napsilato de dextropropoxifeno;17140-78-2
09335;napsilato de dextropropoxifeno monoidratado;26570-10-5
09502;napsilato de levopropoxifeno;5714-90-9
06237;naranol;22292-91-7
06238;narasina;55134-13-9
06239;naratriptana;121679-13-8
11183;narcobarbital;125-55-3
11184;narcobarbital sódico;3329-16-6
06241;nardeterol;73865-18-6
06242;naroparcila;120819-70-7
06243;nartograstim;134088-74-7
06244;nasaruplase;99821-44-0
10955;Nasturtium officinale R.Br.;[Ref. 6]
06245;natalizumabe;189261-10-7
06246;natamicina;7681-93-8
06247;nateglinida;105816-04-4
10438;Natrum arsenicum;[Ref. 8]
10439;Natrum bromatum;[Ref. 8]
10440;Natrum carbonicum     ;[Ref. 8]
10441;Natrum muriaticum ;[Ref. 8]
10442;Natrum nitricum;[Ref. 8]
10444;Natrum phosphoricum ;[Ref. 8]
10445;Natrum salicylicum ;[Ref. 8]
10443;Natrum sulfuricum;[Ref. 8]
06248;navuridina;84472-85-5
06249;naxagolida;88058-88-2
06251;naxaprosteno;87269-59-8
06252;nealbarbital;561-83-1
06253;nebacumabe;138661-01-5
06254;nebidrazina;55248-23-2
06255;nebivolol;99200-09-6
06256;nebostinel;163000-63-3
06257;nebracetam;116041-13-5
06258;nebramicina;11048-13-8
06165;nedaplatina;95734-82-0
06259;nedocromila;69049-73-6
06260;nedocromila cálcica;101626-68-0
06261;nedocromila dissódica;69049-74-7
06262;nefazodona;83366-66-9
06264;nefiracetam;77191-36-7
06265;neflumozida;86636-93-3
06267;nefopam;13669-70-0
06269;nelarabina;121032-29-9
06270;neldazosina;109713-79-3
06271;nelezaprina;69624-60-8
06273;nelfinavir;159989-64-7
06275;neltenexina;99453-84-6
06276;nemadectina;102130-84-7
06277;nemazolina;130759-56-7
06278;nemonaprida;93664-94-9
06279;nemorrubicina;108852-90-0
06280;neoarsfenamina;457-60-3
06281;neocinchofeno;485-34-7
06282;neomicina;1404-04-2
06286;neostigmina;59-99-4
06289;nepadutanto;183747-35-5
06290;nepafenaco;78281-72-8
06291;nepicastate;173997-05-2
06292;nepinalona;22443-11-4
06293;neptamustina;73105-03-0
06294;nequinato;13997-19-8
06295;neramexano;219810-59-0
06296;neraminol;86140-10-5
06297;nerbacadol;99803-72-2
06298;nerelimomabe;162774-06-3
06299;nesapidil;90326-85-5
06300;nesiritida;124584-08-3
06301;nesosteína;84233-61-4
06302;nestifilina;116763-36-1
06303;neticonazol;130726-68-0
06304;netilmicina;56391-56-1
06306;netivudina;84558-93-0
06307;netobimina;88255-01-0
06308;netoglitazona;161600-01-7
11279;netupitanto;290297-26-6
06309;neutramicina;1404-08-6
06310;nevirapina;129618-40-2
10812;nevirapina hemi-hidratada;220988-26-1
06311;nexeridina;53716-48-6
06312;nialamida;51-12-7
06313;niaprazina;27367-90-4
06314;nibroxano;53983-00-9
06315;nicafenina;64039-88-9
06316;nicainoprol;76252-06-7
06317;nicametato;3099-52-3
06318;nicanartina;150443-71-3
06319;nicaraveno;79455-30-4
06320;nicarbazina;330-95-0
06321;nicardipino;55985-32-5
10446;Niccolum carbonicum;[Ref. 8]
10447;Niccolum metallicum ;[Ref. 8]
10448;Niccolum sulphuricum ;[Ref. 8]
06323;nicergolina;27848-84-6
06324;niceritrol;5868-05-3
06325;nicetamida;59-26-7
06326;niceverina;2545-24-6
06327;niclofolana;10331-57-4
06328;niclosamida;50-65-7
06329;nicoboxila;13912-80-6
06330;nicoclonato;10571-59-2
06331;nicocodina;3688-66-2
06333;nicocorticonida;65415-41-0
06334;nicodicodina;808-24-2
06335;nicofibrato;31980-29-7
06336;nicofolina;492-85-3
06337;nicofuranose;15351-13-0
06338;nicogrelato;80614-21-7
06339;nicomol;27959-26-8
06340;nicomorfina;639-48-5
06342;nicoracetam;128326-80-7
06343;nicorandil;65141-46-0
00297;nicotafurila;70-19-9
06344;nicotiazona;555-90-8
06345;nicotina;54-11-5
06346;nicotinamida;98-92-0
00298;nicotinato de benzila;94-44-0
00301;nicotinato de inositol;6556-11-2
00299;nicotinato de metila;93-60-7
08718;nicotinato de racealfatocoferol;16676-75-8
11185;nicotinato de testosterona;668-56-4
00300;nicotinato de xantinol;437-74-1
06349;nicoxamate;5657-61-4
06350;nictiazem;95058-70-5
06351;nictindol;36504-64-0
06352;nifedipino;21829-25-4
06353;nifenalol;7413-36-7
06354;nifenazona;2139-47-1
06355;nifungina;11056-16-9
06356;nifuradeno;555-84-0
06357;nifuraldezona;3270-71-1
06358;nifuralida;54657-96-4
06359;nifuratel;4936-47-4
06360;nifuratrona;19561-70-7
06361;nifurdazila;5036-03-3
06362;nifuretazona;5580-25-6
06363;nifurfolina;3363-58-4
06364;nifurimida;15179-96-1
06365;nifurizona;26350-39-0
06366;nifurmazol;18857-59-5
06367;nifurmerona;5579-95-3
06368;nifuroquina;57474-29-0
06369;nifuroxazida;965-52-6
06370;nifuroxima;6236-05-1
06371;nifurpipona;24632-47-1
06372;nifurpirinol;13411-16-0
06373;nifurprazina;1614-20-6
06374;nifurquinazol;5055-20-9
06375;nifursemizona;5579-89-5
06376;nifursol;16915-70-1
06377;nifurtiazol;3570-75-0
06378;nifurtimox;23256-30-6
06379;nifurtoinol;1088-92-2
06380;nifurvidina;1900-13-6
06381;nifurzida;39978-42-2
06382;niguldipino;113165-32-5
06383;ni-hidrazona;67-28-7
06384;nileprosta;71097-83-1
06385;nilestriol;39791-20-3
09604;nilotinibe;641571-10-0
06386;nilprazol;60662-19-3
06387;niludipino;22609-73-0
06388;nilutamida;63612-50-0
06389;nilvadipino;75530-68-6
06390;nimazona;17230-89-6
06391;nimesulida;51803-78-2
09360;nimesulida betaciclodextrina;[Ref. 4]
06392;nimetazepam;2011-67-8
06393;nimidano;50435-25-1
06394;nimodipino;66085-59-4
06395;nimorazol;6506-37-2
09605;nimotuzumabe;828933-51-3
06396;nimustina;42471-28-3
10855;nintedanibe;656247-17-5
06398;niometacina;16426-83-8
06399;niperotidina;84845-75-0
06400;nipradilol;81486-22-8
06401;niprofazona;15387-10-7
06402;niravolina;130610-93-4
06403;niridazol;61-57-4
06405;nisbuterol;60734-87-4
06407;nisobamato;25269-04-9
06408;nisoldipino;63675-72-9
06409;nisoxetina;53179-07-0
06410;nistatina;1400-61-9
06411;nisterima;51354-32-6
06412;nitarsona;98-72-6
06413;nitazoxanida;55981-09-4
06414;nitecapona;116313-94-1
06415;nitisinona;104206-65-7
06416;nitracrina;4533-39-5
06417;nitrafudam;64743-09-5
06419;nitramisol;6363-02-6
06421;nitraquazona;56739-21-0
09503;nitrato ceroso;10108-73-3
06422;nitrato de aminoetila;646-02-6
06423;nitrato de amônio;6484-52-2
06424;nitrato de bismuto monobásico;10361-46-3
01612;nitrato de butoconazol;64872-77-1
03291;nitrato de econazol;24169-02-6
09747;nitrato de estrôncio (85 Sr);24381-59-7
06425;nitrato de fenilmercúrio;55-68-5
04014;nitrato de fenticonazol;73151-29-8
05076;nitrato de isoconazol;24168-96-5
05929;nitrato de miconazol;22832-87-7
06178;nitrato de nafazolina;5144-52-5
06606;nitrato de omoconazol;83621-06-1
06724;nitrato de oxiconazol;64211-46-7
07051;nitrato de pilocarpina;148-72-1
06426;nitrato de potássio;7757-79-1
06427;nitrato de prata;7761-88-8
07961;nitrato de sertaconazol;99592-39-9
08100;nitrato de sulconazol;61318-91-0
08514;nitrato de tiamina;532-43-4
06428;nitrazepam;146-22-5
06429;nitrazepato de potássio;5571-84-6
06430;nitrefazol;21721-92-6
06431;nitrendipino;39562-70-4
09796;nitridocade (99m Tc);131608-78-1
06432;nitrito de amila;463-04-7
06825;nitrito de papaverina;132-40-1
06433;nitrito de sódio;7632-00-0
06434;nitrociclina;5585-59-1
06435;nitroclofeno;39224-48-1
06436;nitrodana;962-02-7
06437;nitrofural;59-87-0
06438;nitrofurantoína;67-20-9
06439;nitrofurantoína sódica;54-87-5
10064;nitrogênio;7727-37-9
06440;nitroglicerina;55-63-0
06441;nitromifeno;10448-84-7
06442;nitroprusseto de sódio;14402-89-2
09883;nitroprusseto de sódio di-hidratado;13755-38-9
06443;nitroscanato;19881-18-6
06444;nitrossulfatiazol;473-42-7
06445;nitrovina;804-36-4
06446;nitroxinila;1689-89-0
06447;nitroxolina;4008-48-4
06448;nivacortol;24358-76-7
06449;nivimedona;49561-92-4
11266;nivolumabe;946414-94-4
06450;nizatidina;76963-41-2
06451;nizofenona;54533-85-6
06452;noberastina;110588-56-2
06453;nocloprosta;79360-43-3
06454;nocodazol;31430-18-9
06455;nofecainida;50516-43-3
08336;nofetumomabe merpentana (99m Tc);165942-79-0
06456;nogalamicina;1404-15-5
06457;nolatrexede;147149-76-6
06458;nolomirol;90060-42-7
06459;nomegestrol;58691-88-6
06461;nomelidina;60324-59-6
06462;nomifensina;24526-64-5
06464;nonabina;16985-03-8
06465;nonaperona;15997-76-9
06466;nonapirimina;5626-36-8
06467;nonatimulina;63958-90-7
09690;nonilfenol etoxilado;21177-08-8
06468;nonivamida;2444-46-4
06469;nonoxinol;9016-45-9
09584;nonoxinol 11;[Ref. 3]
09585;nonoxinol 9;26027-38-3
06470;noracimetadol;1477-39-0
06473;norboletona;797-58-0
06474;norbudrina;15686-81-4
06475;norclostebol;13583-21-6
10951;norcocaína;18717-72-1
06476;norcodeína;467-15-2
06483;nordazepam;1088-11-5
06484;nordinona;33122-60-0
06485;norelgestromina;53016-31-2
06486;norepinefrina;51-41-2
06489;noretandrolona;52-78-8
06490;noretinodrel;68-23-5
06491;noretisterona;68-22-4
06494;noreximida;6319-06-8
06495;norfenefrina;536-21-0
06497;norfloxacino;70458-96-7
06499;norflurano;811-97-2
06500;norgesterona;13563-60-5
06501;norgestimato;35189-28-7
06502;norgestomete;25092-41-5
06503;norgestrel;6533-00-2
06504;norgestrienona;848-21-5
06505;norletimol;886-08-8
06506;norleusactida;17692-62-5
06507;norlevorfanol;1531-12-0
06510;normetadona;467-85-6
06516;normetandrona;514-61-4
06517;normorfina;466-97-7
06519;norpipanona;561-48-8
06522;nortetrazepam;10379-11-0
06523;nortriptilina;72-69-5
06525;norvinisterona;6795-60-4
06526;nosantina;76600-30-1
06527;noscapina;128-62-1
06530;nosieptida;56377-79-8
06531;novobiocina;303-81-1
06532;novobiocina cálcica;4309-70-0
