Código do Termo;Termo
60018666;REMOÇÃO EM AMBULÂNCIA NEONATAL, COM MÉDICO E ENFERMAGEM, PARA ATENDIMENTO DE URGÊNCIA E TRANSFERÊNCIA, INTERMUNICIPAL, POR KM
60018674;REMOÇÃO EM AMBULÂNCIA NEONATAL, COM MÉDICO E ENFERMAGEM, PARA ATENDIMENTO DE URGÊNCIA E TRANSFERÊNCIA, NO MUNICÍPIO, ESPERA / HORA PARADA
60018682;REMOÇÃO EM AMBULÂNCIA NEONATAL, COM MÉDICO E ENFERMAGEM, PARA ATENDIMENTO DE URGÊNCIA E TRANSFERÊNCIA, NO MUNICÍPIO, POR HORA
60018690;REMOÇÃO EM AMBULÂNCIA NEONATAL, COM MÉDICO E ENFERMAGEM, PARA ATENDIMENTO DE URGÊNCIA E TRANSFERÊNCIA, NO MUNICÍPIO, POR KM
60018704;REMOÇÃO EM AMBULÂNCIA NEONATAL, COM MÉDICO E ENFERMAGEM, PARA SADT, INTERMUNICIPAL, ESPERA / HORA PARADA
60018712;REMOÇÃO EM AMBULÂNCIA NEONATAL, COM MÉDICO E ENFERMAGEM, PARA SADT, INTERMUNICIPAL, POR HORA
60018720;REMOÇÃO EM AMBULÂNCIA NEONATAL, COM MÉDICO E ENFERMAGEM, PARA SADT, INTERMUNICIPAL, POR KM
60018739;REMOÇÃO EM AMBULÂNCIA NEONATAL, COM MÉDICO E ENFERMAGEM, PARA SADT, NO MUNICÍPIO, ESPERA / HORA PARADA
60018747;REMOÇÃO EM AMBULÂNCIA NEONATAL, COM MÉDICO E ENFERMAGEM, PARA SADT, NO MUNICÍPIO, POR HORA
60018755;REMOÇÃO EM AMBULÂNCIA NEONATAL, COM MÉDICO E ENFERMAGEM, PARA SADT, NO MUNICÍPIO, POR KM
60018763;REMOÇÃO EM AMBULÂNCIA NEONATAL, COM MÉDICO E ENFERMAGEM, PARA TRANSFERÊNCIA, INTERMUNICIPAL, ESPERA / HORA PARADA
60018771;REMOÇÃO EM AMBULÂNCIA NEONATAL, COM MÉDICO E ENFERMAGEM, PARA TRANSFERÊNCIA, INTERMUNICIPAL, POR HORA
60018780;REMOÇÃO EM AMBULÂNCIA NEONATAL, COM MÉDICO E ENFERMAGEM, PARA TRANSFERÊNCIA, INTERMUNICIPAL, POR KM
60018798;REMOÇÃO EM AMBULÂNCIA NEONATAL, COM MÉDICO E ENFERMAGEM, PARA TRANSFERÊNCIA, NO MUNICÍPIO, ESPERA / HORA PARADA
60018801;REMOÇÃO EM AMBULÂNCIA NEONATAL, COM MÉDICO E ENFERMAGEM, PARA TRANSFERÊNCIA, NO MUNICÍPIO, POR HORA
60018810;REMOÇÃO EM AMBULÂNCIA NEONATAL, COM MÉDICO E ENFERMAGEM, PARA TRANSFERÊNCIA, NO MUNICÍPIO, POR KM
60018828;REMOÇÃO EM AMBULÂNCIA NEONATAL, COM MÉDICO E ENFERMAGEM, SOMENTE PARA ATENDIMENTO DE URGÊNCIA, INTERMUNICIPAL, ESPERA / HORA PARADA
60018836;REMOÇÃO EM AMBULÂNCIA NEONATAL, COM MÉDICO E ENFERMAGEM, SOMENTE PARA ATENDIMENTO DE URGÊNCIA, INTERMUNICIPAL, POR HORA
60018844;REMOÇÃO EM AMBULÂNCIA NEONATAL, COM MÉDICO E ENFERMAGEM, SOMENTE PARA ATENDIMENTO DE URGÊNCIA, INTERMUNICIPAL, POR KM
60018852;REMOÇÃO EM AMBULÂNCIA NEONATAL, COM MÉDICO E ENFERMAGEM, SOMENTE PARA ATENDIMENTO DE URGÊNCIA, NO MUNICÍPIO, ESPERA / HORA PARADA
60018860;REMOÇÃO EM AMBULÂNCIA NEONATAL, COM MÉDICO E ENFERMAGEM, SOMENTE PARA ATENDIMENTO DE URGÊNCIA, NO MUNICÍPIO, POR HORA
60018879;REMOÇÃO EM AMBULÂNCIA NEONATAL, COM MÉDICO E ENFERMAGEM, SOMENTE PARA ATENDIMENTO DE URGÊNCIA, NO MUNICÍPIO, POR KM
60018887;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM ENFERMAGEM, PARA ATENDIMENTO DE URGÊNCIA E TRANSFERÊNCIA, INTERMUNICIPAL, ESPERA / HORA PARADA
60018895;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM ENFERMAGEM, PARA ATENDIMENTO DE URGÊNCIA E TRANSFERÊNCIA, INTERMUNICIPAL, POR HORA
60018909;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM ENFERMAGEM, PARA ATENDIMENTO DE URGÊNCIA E TRANSFERÊNCIA, INTERMUNICIPAL, POR KM
60018917;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM ENFERMAGEM, PARA ATENDIMENTO DE URGÊNCIA E TRANSFERÊNCIA, NO MUNICÍPIO, ESPERA / HORA PARADA
60018925;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM ENFERMAGEM, PARA ATENDIMENTO DE URGÊNCIA E TRANSFERÊNCIA, NO MUNICÍPIO, POR HORA
60018933;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM ENFERMAGEM, PARA ATENDIMENTO DE URGÊNCIA E TRANSFERÊNCIA, NO MUNICÍPIO, POR KM
60018941;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM ENFERMAGEM, PARA SADT, INTERMUNICIPAL, ESPERA / HORA PARADA
60018950;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM ENFERMAGEM, PARA SADT, INTERMUNICIPAL, POR HORA
60018968;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM ENFERMAGEM, PARA SADT, INTERMUNICIPAL, POR KM
60018976;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM ENFERMAGEM, PARA SADT, NO MUNICÍPIO, ESPERA / HORA PARADA
60018984;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM ENFERMAGEM, PARA SADT, NO MUNICÍPIO, POR HORA
60018992;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM ENFERMAGEM, PARA SADT, NO MUNICÍPIO, POR KM
60019000;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM ENFERMAGEM, PARA TRANSFERÊNCIA, INTERMUNICIPAL, ESPERA / HORA PARADA
60019018;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM ENFERMAGEM, PARA TRANSFERÊNCIA, INTERMUNICIPAL, POR HORA
60019026;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM ENFERMAGEM, PARA TRANSFERÊNCIA, INTERMUNICIPAL, POR KM
60019034;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM ENFERMAGEM, PARA TRANSFERÊNCIA, NO MUNICÍPIO, ESPERA / HORA PARADA
60019042;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM ENFERMAGEM, PARA TRANSFERÊNCIA, NO MUNICÍPIO, POR HORA
60019050;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM ENFERMAGEM, PARA TRANSFERÊNCIA, NO MUNICÍPIO, POR KM
60019069;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM ENFERMAGEM, SOMENTE PARA ATENDIMENTO DE URGÊNCIA, INTERMUNICIPAL, ESPERA / HORA PARADA
60019077;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM ENFERMAGEM, SOMENTE PARA ATENDIMENTO DE URGÊNCIA, INTERMUNICIPAL, POR HORA
60019085;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM ENFERMAGEM, SOMENTE PARA ATENDIMENTO DE URGÊNCIA, INTERMUNICIPAL, POR KM
60019093;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM ENFERMAGEM, SOMENTE PARA ATENDIMENTO DE URGÊNCIA, NO MUNICÍPIO, ESPERA / HORA PARADA
60019107;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM ENFERMAGEM, SOMENTE PARA ATENDIMENTO DE URGÊNCIA, NO MUNICÍPIO, POR HORA
60019115;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM ENFERMAGEM, SOMENTE PARA ATENDIMENTO DE URGÊNCIA, NO MUNICÍPIO, POR KM
60019123;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM MÉDICO E ENFERMAGEM, PARA ATENDIMENTO DE URGÊNCIA E TRANSFERÊNCIA, INTERMUNICIPAL, ESPERA / HORA PARADA
60019131;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM MÉDICO E ENFERMAGEM, PARA ATENDIMENTO DE URGÊNCIA E TRANSFERÊNCIA, INTERMUNICIPAL, POR HORA
60019140;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM MÉDICO E ENFERMAGEM, PARA ATENDIMENTO DE URGÊNCIA E TRANSFERÊNCIA, INTERMUNICIPAL, POR KM
60019158;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM MÉDICO E ENFERMAGEM, PARA ATENDIMENTO DE URGÊNCIA E TRANSFERÊNCIA, NO MUNICÍPIO, ESPERA / HORA PARADA
60019166;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM MÉDICO E ENFERMAGEM, PARA ATENDIMENTO DE URGÊNCIA E TRANSFERÊNCIA, NO MUNICÍPIO, POR HORA
60019174;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM MÉDICO E ENFERMAGEM, PARA ATENDIMENTO DE URGÊNCIA E TRANSFERÊNCIA, NO MUNICÍPIO, POR KM
60019182;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM MÉDICO E ENFERMAGEM, PARA SADT, INTERMUNICIPAL, ESPERA / HORA PARADA
60019190;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM MÉDICO E ENFERMAGEM, PARA SADT, INTERMUNICIPAL, POR HORA
60019204;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM MÉDICO E ENFERMAGEM, PARA SADT, INTERMUNICIPAL, POR KM
60019212;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM MÉDICO E ENFERMAGEM, PARA SADT, NO MUNICÍPIO, ESPERA / HORA PARADA
60019220;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM MÉDICO E ENFERMAGEM, PARA SADT, NO MUNICÍPIO, POR HORA
60019239;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM MÉDICO E ENFERMAGEM, PARA SADT, NO MUNICÍPIO, POR KM
60019247;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM MÉDICO E ENFERMAGEM, PARA TRANSFERÊNCIA, INTERMUNICIPAL, ESPERA / HORA PARADA
60019255;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM MÉDICO E ENFERMAGEM, PARA TRANSFERÊNCIA, INTERMUNICIPAL, POR HORA
60019263;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM MÉDICO E ENFERMAGEM, PARA TRANSFERÊNCIA, INTERMUNICIPAL, POR KM
60019271;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM MÉDICO E ENFERMAGEM, PARA TRANSFERÊNCIA, NO MUNICÍPIO, ESPERA / HORA PARADA
60019280;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM MÉDICO E ENFERMAGEM, PARA TRANSFERÊNCIA, NO MUNICÍPIO, POR HORA
60019298;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM MÉDICO E ENFERMAGEM, PARA TRANSFERÊNCIA, NO MUNICÍPIO, POR KM
60019301;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM MÉDICO E ENFERMAGEM, SOMENTE PARA ATENDIMENTO DE URGÊNCIA, INTERMUNICIPAL, ESPERA / HORA PARADA
60019310;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM MÉDICO E ENFERMAGEM, SOMENTE PARA ATENDIMENTO DE URGÊNCIA, INTERMUNICIPAL, POR HORA
60019328;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM MÉDICO E ENFERMAGEM, SOMENTE PARA ATENDIMENTO DE URGÊNCIA, INTERMUNICIPAL, POR KM
60019336;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM MÉDICO E ENFERMAGEM, SOMENTE PARA ATENDIMENTO DE URGÊNCIA, NO MUNICÍPIO, ESPERA / HORA PARADA
60019344;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM MÉDICO E ENFERMAGEM, SOMENTE PARA ATENDIMENTO DE URGÊNCIA, NO MUNICÍPIO, POR HORA
60019352;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM MÉDICO E ENFERMAGEM, SOMENTE PARA ATENDIMENTO DE URGÊNCIA, NO MUNICÍPIO, POR KM
60019360;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM MÉDICO, PARA ATENDIMENTO DE URGÊNCIA E TRANSFERÊNCIA, INTERMUNICIPAL, ESPERA / HORA PARADA
60019379;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM MÉDICO, PARA ATENDIMENTO DE URGÊNCIA E TRANSFERÊNCIA, INTERMUNICIPAL, POR HORA
60019387;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM MÉDICO, PARA ATENDIMENTO DE URGÊNCIA E TRANSFERÊNCIA, INTERMUNICIPAL, POR KM
60019395;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM MÉDICO, PARA ATENDIMENTO DE URGÊNCIA E TRANSFERÊNCIA, NO MUNICÍPIO, ESPERA / HORA PARADA
60019409;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM MÉDICO, PARA ATENDIMENTO DE URGÊNCIA E TRANSFERÊNCIA, NO MUNICÍPIO, POR HORA
60019417;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM MÉDICO, PARA ATENDIMENTO DE URGÊNCIA E TRANSFERÊNCIA, NO MUNICÍPIO, POR KM
60019425;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM MÉDICO, PARA SADT, INTERMUNICIPAL, ESPERA / HORA PARADA
60019433;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM MÉDICO, PARA SADT, INTERMUNICIPAL, POR HORA
60019441;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM MÉDICO, PARA SADT, INTERMUNICIPAL, POR KM
60019450;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM MÉDICO, PARA SADT, NO MUNICÍPIO, ESPERA / HORA PARADA
60019468;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM MÉDICO, PARA SADT, NO MUNICÍPIO, POR HORA
60019476;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM MÉDICO, PARA SADT, NO MUNICÍPIO, POR KM
60019484;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM MÉDICO, PARA TRANSFERÊNCIA, INTERMUNICIPAL, ESPERA / HORA PARADA
60019492;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM MÉDICO, PARA TRANSFERÊNCIA, INTERMUNICIPAL, POR HORA
60019506;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM MÉDICO, PARA TRANSFERÊNCIA, INTERMUNICIPAL, POR KM
60019514;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM MÉDICO, PARA TRANSFERÊNCIA, NO MUNICÍPIO, ESPERA / HORA PARADA
60019522;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM MÉDICO, PARA TRANSFERÊNCIA, NO MUNICÍPIO, POR HORA
60019530;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM MÉDICO, PARA TRANSFERÊNCIA, NO MUNICÍPIO, POR KM
60019549;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM MÉDICO, SOMENTE PARA ATENDIMENTO DE URGÊNCIA, INTERMUNICIPAL, ESPERA / HORA PARADA
60019557;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM MÉDICO, SOMENTE PARA ATENDIMENTO DE URGÊNCIA, INTERMUNICIPAL, POR HORA
60019565;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM MÉDICO, SOMENTE PARA ATENDIMENTO DE URGÊNCIA, INTERMUNICIPAL, POR KM
60019573;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM MÉDICO, SOMENTE PARA ATENDIMENTO DE URGÊNCIA, NO MUNICÍPIO, ESPERA / HORA PARADA
60019581;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM MÉDICO, SOMENTE PARA ATENDIMENTO DE URGÊNCIA, NO MUNICÍPIO, POR HORA
60019590;REMOÇÃO EM AMBULÂNCIA SIMPLES ADULTO, COM MÉDICO, SOMENTE PARA ATENDIMENTO DE URGÊNCIA, NO MUNICÍPIO, POR KM
60019840;REMOÇÃO EM AMBULÂNCIA SIMPLES PEDIÁTRICA, COM ENFERMAGEM, PARA ATENDIMENTO DE URGÊNCIA E TRANSFERÊNCIA, INTERMUNICIPAL, ESPERA / HORA PARADA
60019859;REMOÇÃO EM AMBULÂNCIA SIMPLES PEDIÁTRICA, COM ENFERMAGEM, PARA ATENDIMENTO DE URGÊNCIA E TRANSFERÊNCIA, INTERMUNICIPAL, POR HORA
60019867;REMOÇÃO EM AMBULÂNCIA SIMPLES PEDIÁTRICA, COM ENFERMAGEM, PARA ATENDIMENTO DE URGÊNCIA E TRANSFERÊNCIA, INTERMUNICIPAL, POR KM
60019875;REMOÇÃO EM AMBULÂNCIA SIMPLES PEDIÁTRICA, COM ENFERMAGEM, PARA ATENDIMENTO DE URGÊNCIA E TRANSFERÊNCIA, NO MUNICÍPIO, ESPERA / HORA PARADA
60019883;REMOÇÃO EM AMBULÂNCIA SIMPLES PEDIÁTRICA, COM ENFERMAGEM, PARA ATENDIMENTO DE URGÊNCIA E TRANSFERÊNCIA, NO MUNICÍPIO, POR HORA
60019891;REMOÇÃO EM AMBULÂNCIA SIMPLES PEDIÁTRICA, COM ENFERMAGEM, PARA ATENDIMENTO DE URGÊNCIA E TRANSFERÊNCIA, NO MUNICÍPIO, POR KM
60019905;REMOÇÃO EM AMBULÂNCIA SIMPLES PEDIÁTRICA, COM ENFERMAGEM, PARA SADT, INTERMUNICIPAL, ESPERA / HORA PARADA
60019913;REMOÇÃO EM AMBULÂNCIA SIMPLES PEDIÁTRICA, COM ENFERMAGEM, PARA SADT, INTERMUNICIPAL, POR HORA
60019921;REMOÇÃO EM AMBULÂNCIA SIMPLES PEDIÁTRICA, COM ENFERMAGEM, PARA SADT, INTERMUNICIPAL, POR KM
60019930;REMOÇÃO EM AMBULÂNCIA SIMPLES PEDIÁTRICA, COM ENFERMAGEM, PARA SADT, NO MUNICÍPIO, ESPERA / HORA PARADA
60019948;REMOÇÃO EM AMBULÂNCIA SIMPLES PEDIÁTRICA, COM ENFERMAGEM, PARA SADT, NO MUNICÍPIO, POR HORA
60019956;REMOÇÃO EM AMBULÂNCIA SIMPLES PEDIÁTRICA, COM ENFERMAGEM, PARA SADT, NO MUNICÍPIO, POR KM
60019964;REMOÇÃO EM AMBULÂNCIA SIMPLES PEDIÁTRICA, COM ENFERMAGEM, PARA TRANSFERÊNCIA, INTERMUNICIPAL, ESPERA / HORA PARADA
60019972;REMOÇÃO EM AMBULÂNCIA SIMPLES PEDIÁTRICA, COM ENFERMAGEM, PARA TRANSFERÊNCIA, INTERMUNICIPAL, POR HORA
60019980;REMOÇÃO EM AMBULÂNCIA SIMPLES PEDIÁTRICA, COM ENFERMAGEM, PARA TRANSFERÊNCIA, INTERMUNICIPAL, POR KM
60019999;REMOÇÃO EM AMBULÂNCIA SIMPLES PEDIÁTRICA, COM ENFERMAGEM, PARA TRANSFERÊNCIA, NO MUNICÍPIO, ESPERA / HORA PARADA
60020008;REMOÇÃO EM AMBULÂNCIA SIMPLES PEDIÁTRICA, COM ENFERMAGEM, PARA TRANSFERÊNCIA, NO MUNICÍPIO, POR HORA
60020016;REMOÇÃO EM AMBULÂNCIA SIMPLES PEDIÁTRICA, COM ENFERMAGEM, PARA TRANSFERÊNCIA, NO MUNICÍPIO, POR KM
60020024;REMOÇÃO EM AMBULÂNCIA SIMPLES PEDIÁTRICA, COM ENFERMAGEM, SOMENTE PARA ATENDIMENTO DE URGÊNCIA, INTERMUNICIPAL, ESPERA / HORA PARADA
60020032;REMOÇÃO EM AMBULÂNCIA SIMPLES PEDIÁTRICA, COM ENFERMAGEM, SOMENTE PARA ATENDIMENTO DE URGÊNCIA, INTERMUNICIPAL, POR HORA
60020040;REMOÇÃO EM AMBULÂNCIA SIMPLES PEDIÁTRICA, COM ENFERMAGEM, SOMENTE PARA ATENDIMENTO DE URGÊNCIA, INTERMUNICIPAL, POR KM
60020059;REMOÇÃO EM AMBULÂNCIA SIMPLES PEDIÁTRICA, COM ENFERMAGEM, SOMENTE PARA ATENDIMENTO DE URGÊNCIA, NO MUNICÍPIO, ESPERA / HORA PARADA
60020067;REMOÇÃO EM AMBULÂNCIA SIMPLES PEDIÁTRICA, COM ENFERMAGEM, SOMENTE PARA ATENDIMENTO DE URGÊNCIA, NO MUNICÍPIO, POR HORA
60020075;REMOÇÃO EM AMBULÂNCIA SIMPLES PEDIÁTRICA, COM ENFERMAGEM, SOMENTE PARA ATENDIMENTO DE URGÊNCIA, NO MUNICÍPIO, POR KM
60020083;REMOÇÃO EM AMBULÂNCIA SIMPLES PEDIÁTRICA, COM MÉDICO E ENFERMAGEM, PARA ATENDIMENTO DE URGÊNCIA E TRANSFERÊNCIA, INTERMUNICIPAL, ESPERA / HORA PARADA
60020091;REMOÇÃO EM AMBULÂNCIA SIMPLES PEDIÁTRICA, COM MÉDICO E ENFERMAGEM, PARA ATENDIMENTO DE URGÊNCIA E TRANSFERÊNCIA, INTERMUNICIPAL, POR HORA
60020105;REMOÇÃO EM AMBULÂNCIA SIMPLES PEDIÁTRICA, COM MÉDICO E ENFERMAGEM, PARA ATENDIMENTO DE URGÊNCIA E TRANSFERÊNCIA, INTERMUNICIPAL, POR KM
60020113;REMOÇÃO EM AMBULÂNCIA SIMPLES PEDIÁTRICA, COM MÉDICO E ENFERMAGEM, PARA ATENDIMENTO DE URGÊNCIA E TRANSFERÊNCIA, NO MUNICÍPIO, ESPERA / HORA PARADA
60020121;REMOÇÃO EM AMBULÂNCIA SIMPLES PEDIÁTRICA, COM MÉDICO E ENFERMAGEM, PARA ATENDIMENTO DE URGÊNCIA E TRANSFERÊNCIA, NO MUNICÍPIO, POR HORA
60020130;REMOÇÃO EM AMBULÂNCIA SIMPLES PEDIÁTRICA, COM MÉDICO E ENFERMAGEM, PARA ATENDIMENTO DE URGÊNCIA E TRANSFERÊNCIA, NO MUNICÍPIO, POR KM
60020148;REMOÇÃO EM AMBULÂNCIA SIMPLES PEDIÁTRICA, COM MÉDICO E ENFERMAGEM, PARA SADT, INTERMUNICIPAL, ESPERA / HORA PARADA
60020156;REMOÇÃO EM AMBULÂNCIA SIMPLES PEDIÁTRICA, COM MÉDICO E ENFERMAGEM, PARA SADT, INTERMUNICIPAL, POR HORA
60020164;REMOÇÃO EM AMBULÂNCIA SIMPLES PEDIÁTRICA, COM MÉDICO E ENFERMAGEM, PARA SADT, INTERMUNICIPAL, POR KM
60020172;REMOÇÃO EM AMBULÂNCIA SIMPLES PEDIÁTRICA, COM MÉDICO E ENFERMAGEM, PARA SADT, NO MUNICÍPIO, ESPERA / HORA PARADA
60020180;REMOÇÃO EM AMBULÂNCIA SIMPLES PEDIÁTRICA, COM MÉDICO E ENFERMAGEM, PARA SADT, NO MUNICÍPIO, POR HORA
60020199;REMOÇÃO EM AMBULÂNCIA SIMPLES PEDIÁTRICA, COM MÉDICO E ENFERMAGEM, PARA SADT, NO MUNICÍPIO, POR KM
60020202;REMOÇÃO EM AMBULÂNCIA SIMPLES PEDIÁTRICA, COM MÉDICO E ENFERMAGEM, PARA TRANSFERÊNCIA, INTERMUNICIPAL, ESPERA / HORA PARADA
60020210;REMOÇÃO EM AMBULÂNCIA SIMPLES PEDIÁTRICA, COM MÉDICO E ENFERMAGEM, PARA TRANSFERÊNCIA, INTERMUNICIPAL, POR HORA
60020229;REMOÇÃO EM AMBULÂNCIA SIMPLES PEDIÁTRICA, COM MÉDICO E ENFERMAGEM, PARA TRANSFERÊNCIA, INTERMUNICIPAL, POR KM
60020237;REMOÇÃO EM AMBULÂNCIA SIMPLES PEDIÁTRICA, COM MÉDICO E ENFERMAGEM, PARA TRANSFERÊNCIA, NO MUNICÍPIO, ESPERA / HORA PARADA
60020245;REMOÇÃO EM AMBULÂNCIA SIMPLES PEDIÁTRICA, COM MÉDICO E ENFERMAGEM, PARA TRANSFERÊNCIA, NO MUNICÍPIO, POR HORA
60020253;REMOÇÃO EM AMBULÂNCIA SIMPLES PEDIÁTRICA, COM MÉDICO E ENFERMAGEM, PARA TRANSFERÊNCIA, NO MUNICÍPIO, POR KM
60020261;REMOÇÃO EM AMBULÂNCIA SIMPLES PEDIÁTRICA, COM MÉDICO E ENFERMAGEM, SOMENTE PARA ATENDIMENTO DE URGÊNCIA, INTERMUNICIPAL, ESPERA / HORA PARADA
60020270;REMOÇÃO EM AMBULÂNCIA SIMPLES PEDIÁTRICA, COM MÉDICO E ENFERMAGEM, SOMENTE PARA ATENDIMENTO DE URGÊNCIA, INTERMUNICIPAL, POR HORA
60020288;REMOÇÃO EM AMBULÂNCIA SIMPLES PEDIÁTRICA, COM MÉDICO E ENFERMAGEM, SOMENTE PARA ATENDIMENTO DE URGÊNCIA, INTERMUNICIPAL, POR KM
60020296;REMOÇÃO EM AMBULÂNCIA SIMPLES PEDIÁTRICA, COM MÉDICO E ENFERMAGEM, SOMENTE PARA ATENDIMENTO DE URGÊNCIA, NO MUNICÍPIO, ESPERA / HORA PARADA
60020300;REMOÇÃO EM AMBULÂNCIA SIMPLES PEDIÁTRICA, COM MÉDICO E ENFERMAGEM, SOMENTE PARA ATENDIMENTO DE URGÊNCIA, NO MUNICÍPIO, POR HORA
60020318;REMOÇÃO EM AMBULÂNCIA SIMPLES PEDIÁTRICA, COM MÉDICO E ENFERMAGEM, SOMENTE PARA ATENDIMENTO DE URGÊNCIA, NO MUNICÍPIO, POR KM
60020326;REMOÇÃO EM AMBULÂNCIA SIMPLES PEDIÁTRICA, COM MÉDICO, PARA ATENDIMENTO DE URGÊNCIA E TRANSFERÊNCIA, INTERMUNICIPAL, ESPERA / HORA PARADA
60020334;REMOÇÃO EM AMBULÂNCIA SIMPLES PEDIÁTRICA, COM MÉDICO, PARA ATENDIMENTO DE URGÊNCIA E TRANSFERÊNCIA, INTERMUNICIPAL, POR HORA
60020342;REMOÇÃO EM AMBULÂNCIA SIMPLES PEDIÁTRICA, COM MÉDICO, PARA ATENDIMENTO DE URGÊNCIA E TRANSFERÊNCIA, INTERMUNICIPAL, POR KM
60020350;REMOÇÃO EM AMBULÂNCIA SIMPLES PEDIÁTRICA, COM MÉDICO, PARA ATENDIMENTO DE URGÊNCIA E TRANSFERÊNCIA, NO MUNICÍPIO, ESPERA / HORA PARADA
60020369;REMOÇÃO EM AMBULÂNCIA SIMPLES PEDIÁTRICA, COM MÉDICO, PARA ATENDIMENTO DE URGÊNCIA E TRANSFERÊNCIA, NO MUNICÍPIO, POR HORA
60020377;REMOÇÃO EM AMBULÂNCIA SIMPLES PEDIÁTRICA, COM MÉDICO, PARA ATENDIMENTO DE URGÊNCIA E TRANSFERÊNCIA, NO MUNICÍPIO, POR KM
